3924100000 3304990010  0.041018670910145084 3924100000  0.027908244305646264 3304990099  0.019448719907014175 3402209000  0.014318217204378 3304100090  0.01426198451861293 ,1
2106909090 9608302000  0.029561542374801787 6402992900  0.02764996128944776 8509409000  0.02616582903555754 1904100000  0.025835695753956864 8509809000  0.024910985776657846 ,0
3304990010 3304990010  0.04433086322738789 3401300000  0.019626167803962626 3304990099  0.01942823273070995 3924100000  0.018750081687793834 2202900099  0.014302920384358063 ,1
3304990010 3304990010  0.8271052710923001 9619002000  0.022278234856076967 9619001000  0.016954460957900656 2936909000  0.005196179743715788 9619001010  0.004338934817901222 ,1
2008999000 2008999000  0.09960137046612653 3304990010  0.022562138284719417 3924100000  0.020969316180654344 2008930000  0.01710869985973342 3304990099  0.017095759995974045 ,1
2009901000 3304990010  0.045371282919773624 3924100000  0.022301109762282643 3304990099  0.020099345723455397 2202900099  0.016409273038564064 2008199990  0.01532349197056097 ,0
3304990010 3304990010  0.03782926352368709 3924100000  0.026349765724338343 3304100090  0.020288318527422466 3304990099  0.018115171454141384 1905900000  0.01764570745913062 ,1
2106909090 9619001000  0.056861822268096336 9619002000  0.045253002378165104 3304990010  0.036079797615292626 9619001010  0.02594535231920186 1904100000  0.023291411607909925 ,0
2106909090 3304990010  0.04581149447226126 1704900000  0.022272190300120415 3924100000  0.020863411506733792 3304300000  0.019798469290472766 3304990099  0.0154087136769176 ,0
2007991000 3304990010  0.03452512923097183 3924100000  0.01901988259444469 3304990099  0.01743524157075915 1904100000  0.01713139754265606 2007991000  0.014177961044632648 ,1
1901109000 3304990010  0.038442431461904285 3924100000  0.02001064506368936 3304990099  0.01620079215814707 1904100000  0.016017902309876812 1905900000  0.014509690130229728 ,0
3926909090 3304990010  0.03324255974138757 3924100000  0.02161631750781057 3926909090  0.017953630779491067 3304990099  0.017087131399393413 1904100000  0.01546416715359542 ,1
3305100090 3402209000  0.04151033938852711 3304990010  0.04106591534180207 3305900000  0.023508096012098127 3307300000  0.021050015297382277 9603210000  0.016545226527837666 ,0
2106909090 1504200090  0.05061050860576537 3304990010  0.024684641505411796 2202900099  0.015000783894158745 1704900000  0.014039640220282507 3924100000  0.013312224045314083 ,0
2106909090 2008199990  0.0517382527324361 4202210090  0.03673377745107376 1905900000  0.03036965084591337 4202310090  0.022807854721914385 3401199000  0.022569434192751637 ,0
2106909090 3304990010  0.04782694235385846 3924100000  0.02233151521059914 3304990099  0.02008723108244904 3402209000  0.015544389130169978 2202900099  0.01501674090308906 ,0
3402209000 1901109000  0.0407622165252744 3304990010  0.027889080518024 2007100000  0.025736779554400773 1904100000  0.025616791217305264 2005100000  0.024897956776200696 ,0
3304990010 3304990010  0.04026088725956873 3924100000  0.022635924389701384 3304990099  0.021770666136277747 3402209000  0.014832682025288875 1904100000  0.014751510913632308 ,1
2106909090 3304990010  0.03865929177768261 1504200090  0.018325880251616015 2202900099  0.017020499431821805 3304990099  0.013427649405762273 2101120000  0.013088622607089583 ,0
1901101000 1901101000  0.16353566969341934 6111200050  0.025003538207926227 3304990010  0.022893627684830192 9619001010  0.017421743034599847 9404909000  0.01627424497010223 ,1
2106909090 1704900000  0.038401747636616204 2936909000  0.02640274224808927 3304990010  0.018229568819519783 3924100000  0.013668059510234577 3304990099  0.013614335898997095 ,0
1806310000 1905310000  0.05529221423485635 1904100000  0.048010948111417644 1806320000  0.036635634133448176 1806900000  0.02449283464309114 1806310000  0.017865694730533253 ,1
1901109000 1905900000  0.03569424601044297 3304990010  0.02863131166229662 1905310000  0.02526499496302372 1901109000  0.020347317148180163 3924100000  0.017741440902112514 ,1
1901101000 1901101000  0.9943422013413333 1901900000  3.169034008239882E-4 9404909000  9.406356380084868E-5 9603210000  8.768656217220729E-5 3924100000  8.473299953260402E-5 ,1
3304990010 3304990010  0.061548906884987147 3304100090  0.05688810666112164 9603210000  0.02918285244782879 3304990099  0.024273829837276318 3401300000  0.0215063873513964 ,1
3304990010 3402209000  0.04323895623668521 3304990010  0.042124782059252554 3305900000  0.02486974314555954 3307300000  0.02111836338468359 9603210000  0.016458825045718214 ,1
1904100000 1904100000  0.048692476160179826 1905310000  0.045966549899276024 1806320000  0.03857800701439268 1806900000  0.02472964265183072 1806310000  0.019915249268914147 ,1
1901109000 6111200050  0.028274865075187127 3304990010  0.022010196665981478 3307300000  0.018832915341126653 9404909000  0.018416020839479012 1901109000  0.01834675285463643 ,1
3926909090 3304990010  0.040293591089807915 3924100000  0.022581843866856906 3304990099  0.02174072413895468 3402209000  0.01484000794781502 1904100000  0.014755499674901536 ,0
3401199000 3305900000  0.03303740734191266 3304990010  0.03241036668756547 3924100000  0.030981960646444005 3304990099  0.028722940296418042 1904100000  0.0227159136836103 ,0
2106909090 3304990010  0.039936578802631705 3924100000  0.021738691228454104 3304990099  0.02121257759891506 3402209000  0.014838474738478226 1904100000  0.01470482692509619 ,0
4203301090 4203301090  0.11256654819591891 6403990090  0.059453905464425416 6110200099  0.017794815082852085 4202210090  0.01715972306710927 3304990010  0.015267497233186154 ,1
3304200090 3304990010  0.04141151814823452 3926909090  0.037843916242431976 9619001000  0.034953147396171995 6115960019  0.0345438450017787 6108920010  0.023998619642287097 ,0
1905310000 3304990010  0.040868832642601355 1904100000  0.033838222192138126 3924100000  0.021377023779716845 3304990099  0.018099993998436734 1905310000  0.016574692414628518 ,1
6212101000 6212101000  0.30068140498489443 6108920010  0.046359231511129625 6212109020  0.037834992857078795 6115960019  0.01813825338586861 9619002000  0.016963387823039393 ,1
1704900000 3304990010  0.04304132719616007 3401110000  0.03732075789362339 3402209000  0.02059933988821568 3924100000  0.019334962029596166 3304990099  0.01913738426354872 ,0
1905310000 3304990010  0.04016543103855566 3924100000  0.022750657925626163 3304990099  0.020630878997044525 3402209000  0.01459729031667436 1904100000  0.014365582840372442 ,0
3307300000 3304990010  0.04026088725956873 3924100000  0.022635924389701384 3304990099  0.021770666136277747 3402209000  0.014832682025288875 1904100000  0.014751510913632308 ,0
3305100090 3304990010  0.03917253200734201 3305900000  0.03227502492526014 3924100000  0.018198871556678493 3304990099  0.018105510002132095 1904100000  0.013606180883633454 ,0
3304990010 3304990010  0.831617418522399 9619002000  0.02441392867848392 9619001000  0.01566677665935047 2936909000  0.004500217354577001 9619001010  0.0038513653213301125 ,1
2106909090 1904100000  0.03307413818645592 2008199990  0.03128356651694044 1905310000  0.03033997121531998 1704900000  0.025029349238631152 3304990010  0.02263320554614049 ,0
6203429062 4203301090  0.037674057566032634 6403990090  0.030068069537608474 4202310090  0.021146497128633906 3304990010  0.016700737242107237 4202210090  0.014844101768637081 ,0
3924900000 3304990010  0.040257875445528245 3924100000  0.022634903883737185 3304990099  0.02176939922387728 3402209000  0.014831906314708885 1904100000  0.014751560243026634 ,0
3304990010 3304990010  0.04026088725956873 3924100000  0.022635924389701384 3304990099  0.021770666136277747 3402209000  0.014832682025288875 1904100000  0.014751510913632308 ,1
2106909090 9619001000  0.08569565485008067 9619002000  0.06210992901493595 3304990010  0.050371270838261595 9619001010  0.02886316477950772 1904100000  0.024961521535785177 ,0
3304990010 3304990010  0.08845891549855973 3304990099  0.02421958667714 3924100000  0.018386190269769193 2202900099  0.014799392031567816 1704900000  0.013521315682250446 ,1
2106909090 3304990010  0.02698221126206374 3924100000  0.019793445764003516 3304990099  0.018132197598154556 1515909090  0.015199413128993838 3402209000  0.013869572542265793 ,0
1905310000 1905310000  0.05236812359641775 1901109000  0.03537514688788343 1905900000  0.02937237171923032 3304990010  0.023092738070622294 2007100000  0.02227841548075671 ,1
1901109000 1905900000  0.034049891873410745 3304990010  0.021621719382842096 1904100000  0.018165736551925497 3824909990  0.013886571752918768 1704900000  0.013217505059257173 ,0
8509809000 3304990010  0.040275077577565606 3924100000  0.022848556914540505 3304990099  0.021641256295580166 3402209000  0.014822653741581775 1904100000  0.014744611352742024 ,0
1901101000 1901101000  0.16413859110073117 3304990010  0.019980771989187723 9603210000  0.014155606541837824 3924100000  0.013340321159990025 1901109000  0.01291708752501306 ,1
2106909090 1504200090  0.05061050860576537 3304990010  0.024684641505411796 2202900099  0.015000783894158745 1704900000  0.014039640220282507 3924100000  0.013312224045314083 ,0
3307490000 7113119090  0.03759851177960353 3304990010  0.02449770439957362 2008199990  0.01933104520316277 9004100000  0.018864382136266865 3924100000  0.01874000119793819 ,0
2106909090 3304990010  0.027250735212431796 1904100000  0.023830319312168297 9619001000  0.022859495450534194 2106909090  0.0173302104599734 2936909000  0.013926222022867295 ,1
1901101000 1901101000  0.9906332682968899 1901900000  4.30175316202614E-4 9404909000  1.626956938895766E-4 9603210000  1.4951933242117108E-4 3924100000  1.3377950640481277E-4 ,1
2106909090 3304990010  0.04055974427560211 3924100000  0.019629255329550316 3304990099  0.01784583855252858 1515909090  0.014002158680990069 3402209000  0.013844955483668802 ,0
7116200000 7116200000  0.04315879022548669 7117190000  0.04314663547846998 7117900000  0.03417692153423614 3304990010  0.018565352912870817 3924100000  0.014836865259241109 ,1
2009891900 3304990010  0.04828136234286695 3402209000  0.020026874699769198 3924100000  0.019832058185723245 9603210000  0.018522398446481843 1905900000  0.0144920828286951 ,0
9404909000 3304990010  0.04239193347875011 3304990099  0.024614094684288955 3924100000  0.023111262134780396 2202900099  0.016005808333738644 1704900000  0.014715946404766287 ,0
2106909090 3304990010  0.026911695784498733 1504200090  0.023513203312227417 1704900000  0.02307012635091811 3924100000  0.015992269591206556 3304300000  0.014955355537724811 ,0
2106909090 9619001000  0.08579479079080644 9619002000  0.062167840127455805 3304990010  0.05181649767431597 9619001010  0.028603010113241848 1904100000  0.025010992595893178 ,0
2106909090 3304990010  0.0347800092378604 1504200090  0.017858095854748988 3304990099  0.01671687524880785 3924100000  0.016130396887453675 1904100000  0.012566580182087408 ,0
2106909090 1504200090  0.050610522761829965 3304990010  0.024684474610582468 2202900099  0.015000784076873597 1704900000  0.014039641815588505 3924100000  0.013312225892792559 ,0
3924100000 3304990010  0.040942398417235605 3924100000  0.02324719215078774 3304990099  0.020616992514261745 3304100090  0.016867587148389006 1904100000  0.014495253960568605 ,1
1905310000 1905310000  0.04428960538056108 3304990010  0.029364152771374576 1905900000  0.021864375325080815 3924100000  0.01900455864394056 3304990099  0.017104022726511084 ,1
3304910090 3304990010  0.046908901385238955 3304990099  0.04525166610078698 3924100000  0.018693733572580754 2008199990  0.013793959490078807 3402209000  0.01359731495727663 ,0
2106909090 4202210090  0.048118321232300046 2008199990  0.04621457150877642 1905900000  0.03198142100153217 4202310090  0.026172040231431062 4202129000  0.024147961911334406 ,0
2106909090 3304990010  0.030641845146146193 2202900099  0.019399612242239666 3924100000  0.01753471661725354 3304990099  0.01604320378510454 3401300000  0.015175722784286468 ,0
1901101000 1901101000  0.4078446486409189 1904100000  0.016656464023992304 9608302000  0.015067228546845583 3304990010  0.014293077854871253 8509409000  0.013651277177260349 ,1
4202129000 4202210090  0.04160437378982646 2008199990  0.04088157440490358 1905900000  0.030234050320802078 4202129000  0.02755186408756665 4202310090  0.025563401496609944 ,1
3924900000 3304990010  0.04277759610788882 3924100000  0.024262590413238864 3304990099  0.020596171990559353 3402209000  0.014937574450228235 1904100000  0.014297982363440013 ,0
2202900099 3304990010  0.07110968767711047 3307300000  0.025583874055703622 3402209000  0.025553289890872882 3305900000  0.025205367952983792 2202900099  0.02013583510176271 ,1
2106909090 1504200090  0.052066854824464645 3304990010  0.019788949334869875 2202900099  0.017376923546860226 1704900000  0.012320153328146786 3924100000  0.010977750358897871 ,0
9619001000 9619002000  0.05585400669378924 1905900000  0.029502793606787436 9619001000  0.028506822787107457 3401199000  0.025895806785400016 3307900000  0.02328242095640441 ,1
6108910010 6115960019  0.04199802762994886 3304990010  0.039431957858812254 6108910010  0.03738145466857593 3926909090  0.03257420184886672 9619001000  0.028226946013404534 ,1
1905310000 1905310000  0.04279531406441557 1904100000  0.04107291798204184 1806320000  0.037258005705750254 1806900000  0.023980172192757117 1806310000  0.020644652951496974 ,1
4203301090 4202210090  0.07897429813828323 4203301090  0.05910288768726715 4202310090  0.03250285958529605 3304990010  0.019040140429515306 3924100000  0.014598063440139522 ,1
2936280000 1704900000  0.04728360325747375 3304990010  0.0321456906162569 2936909000  0.01868982755864911 3924100000  0.014651558080161315 1504200090  0.013912236330232626 ,0
1905310000 1905310000  0.05929908418893815 1904100000  0.048160205146328225 1806320000  0.0360130765753391 1806900000  0.0245741519682059 1806310000  0.01784401655272586 ,1
2007100000 2007100000  0.09581068149318286 1904100000  0.03140122309455518 9608302000  0.02277438186511915 8509409000  0.021928290921413757 6402992900  0.019911689725496822 ,1
1901101000 1901101000  0.9944092861769996 1901900000  3.1666901415616187E-4 9404909000  9.361487930961075E-5 9603210000  8.721758805280621E-5 6403919190  8.317444151384764E-5 ,1
9615190020 3304990010  0.04025630212424413 3924100000  0.022614770561810906 3304990099  0.021757523921237913 3402209000  0.014837251996274569 1904100000  0.01475368668608705 ,0
1901109000 1901109000  0.11567234716406743 2007100000  0.031023950862514353 2005100000  0.026175644798679693 2104200000  0.021689088411573784 3304990010  0.019972606316975523 ,1
3304990010 3304990010  0.050387809425771306 3924100000  0.028289192123331038 3304990099  0.016835386584529027 3307300000  0.01670292983513037 9401209000  0.015020635314212936 ,1
2106909090 3304990010  0.05254562986619479 3304990099  0.022695538296517596 3924100000  0.020952952963075023 3402209000  0.014477329025109852 1904100000  0.01416608540623404 ,0
1901101000 1901101000  0.43483830101556675 3304990010  0.01587164303046013 6111200050  0.014060354861405958 1901109000  0.011545924440142578 3307300000  0.011069158029085738 ,1
1901109000 1901109000  0.3287570066756515 1905310000  0.02227965004446678 1905900000  0.0191720270870698 2005100000  0.015460928235498654 3304990010  0.015000339063386128 ,1
4202220000 3304990010  0.04034691706794685 3304990099  0.024722454392656884 3924100000  0.021214810226943652 3402209000  0.014709880727254794 3304100090  0.014500111104595115 ,0
3307300000 3307300000  0.03356085683683434 1901109000  0.03343308361524517 3304990010  0.027472395288326776 2007100000  0.022545165864406327 2005100000  0.02030826799954558 ,1
2008199990 2008199990  0.16513908479706385 3304990010  0.04667218377679583 3304990099  0.021049874777324416 3924100000  0.016094368223571107 1904100000  0.015593223921011272 ,1
2101200000 3304990010  0.04025950687302209 3924100000  0.022629348975781425 3304990099  0.021758373674742027 3402209000  0.01482861826407587 1904100000  0.01474987339403321 ,0
1901101000 1901101000  0.43255727265812927 3304990010  0.015932322590293476 6111200050  0.01413651852590689 1901109000  0.011748188244999002 3307300000  0.011120104313352468 ,1
1504200090 3304990010  0.037141264462036874 1504200090  0.028935054240864642 3402209000  0.017721481844065818 3924100000  0.01450419312326935 3305900000  0.014188212932767895 ,1
3304990099 3304990010  0.048963186221581224 3304990099  0.04829698832065642 3924100000  0.018785639513745307 3304910090  0.01845767978301373 3304100090  0.01386011623847508 ,1
1901101000 1901101000  0.07713060060569742 6111200050  0.028005751062545714 3304990010  0.02504178694733973 9619001010  0.0201527660944604 9404909000  0.01936309019892898 ,1
3402209000 3304990010  0.04026424097608625 3924100000  0.022642215761555826 3304990099  0.021757395023183888 3402209000  0.015771194735736543 1904100000  0.014687593969936267 ,1
6403919190 6403919190  0.03912252383969664 3304990010  0.029655926900129227 3924100000  0.019545285706149725 3304990099  0.018481532114831375 3402209000  0.013422767708675218 ,1
9004100000 3304990010  0.030339599920870836 3924100000  0.018543935068796487 3304990099  0.017121727397833533 9004100000  0.014958276195966578 3402209000  0.012464139898564307 ,1
2008199990 3304990010  0.026795997219830933 1901109000  0.02595436353120823 2005100000  0.022590193856263988 2007100000  0.020988498118891582 1904100000  0.020368256635001292 ,0
1901109000 2007100000  0.12072023679945905 1904100000  0.027132806929853735 1901109000  0.023586074766647334 8509409000  0.01921861768471046 9608302000  0.019159659303228042 ,1
2106909090 3304990010  0.03622737531067797 3304990099  0.017715951195297237 3924100000  0.017297207997537083 1504200090  0.016207173742365796 1904100000  0.012660893634433772 ,0
1901101000 1901101000  0.9906673286820048 1901900000  4.300231920069239E-4 9404909000  1.6244528523585514E-4 9603210000  1.492384892513807E-4 3304990010  1.2643163792694788E-4 ,1
2106909090 3304990010  0.04036662608959597 3924100000  0.021944363428914516 3304990099  0.02021391022827623 3402209000  0.014478649858695382 3304100090  0.014300231628892043 ,0
6404199000 3304990010  0.03842181953283613 3924100000  0.02502612047138976 3307300000  0.015134148924288302 3304990099  0.014975656643294272 9401209000  0.013605387737414987 ,0
1905900000 1905310000  0.048375636689894044 1905900000  0.03817995115719335 3304990010  0.027428059889745636 3924100000  0.018385862230988023 3304990099  0.015866316360948346 ,1
3401110000 3304990010  0.03998622854250458 3401110000  0.03861846105470862 3924100000  0.021271464713186226 3304990099  0.01915773167881001 3402209000  0.013782549493535126 ,1
1806310000 2008199990  0.03631208308623269 1905310000  0.0328100412668054 1904100000  0.03161030034197801 1704900000  0.026226795049737284 3304990010  0.024181434526979358 ,0
3305900000 3304990010  0.04315366239825222 3924100000  0.02215211677051629 3304990099  0.020014240223308475 3304100090  0.018240443635276108 1904100000  0.016555473785023343 ,0
2008199990 2008199990  0.07956801003878226 4202210090  0.04919598805073268 1905900000  0.030515513486122556 4202310090  0.022258130565332365 3401199000  0.0220023199759319 ,1
3304990010 3304990010  0.08845794179097449 3304990099  0.02421697388539421 3924100000  0.018384520631872705 2202900099  0.014798073559248455 1704900000  0.013519716578315709 ,1
9102110000 9102110000  0.05463709289337416 3304990010  0.023505287857948375 3924100000  0.01778632331393217 3304990099  0.017287033429764124 1905900000  0.01412193904923211 ,1
3304990010 3304990010  0.040754729232778876 3924100000  0.022555398763337862 3304990099  0.021735310810039824 3402209000  0.014814487455909856 1904100000  0.01471165145487125 ,1
2106909090 1904100000  0.039180827744391994 1905310000  0.028403341629027107 1806320000  0.027702549656493533 1806900000  0.023414004935494535 1806310000  0.015919198449504606 ,0
1901101000 3304990010  0.04055028815812925 9617009000  0.021886537556615793 3924100000  0.019594819320727437 3304990099  0.019551192086418066 1904100000  0.014496867860929434 ,0
3305100090 3305100090  0.2498548403822681 3305900000  0.0454608455449242 3304990010  0.018576228828252418 3304990099  0.013426001287695359 3924100000  0.013247857605793329 ,1
2106909090 3304990010  0.04348884811844038 1704900000  0.02214234194627307 3924100000  0.020839608784444658 3304300000  0.019852906600858714 3304990099  0.015191049853803713 ,0
2106909090 9619001000  0.08549918012012452 9619002000  0.06160653565786411 3304990010  0.05103817596914203 9619001010  0.02884350576240537 1904100000  0.02507660173268898 ,0
7116200000 7116200000  0.04315879022548669 7117190000  0.04314663547846998 7117900000  0.03417692153423614 3304990010  0.018565352912870817 3924100000  0.014836865259241109 ,1
4202210090 4202210090  0.17554850650653617 4202310090  0.05659924846775754 2008199990  0.017872192040636347 1905900000  0.017439068445156927 3401199000  0.01589945692815093 ,1
3304990010 3304990010  0.04602141110054208 2202900099  0.027905813703313503 3305900000  0.02534489697402903 3307300000  0.023438135290880513 3402209000  0.019334075998348566 ,1
3304990010 9608302000  0.029562899581060717 1904100000  0.027622810794401525 8509409000  0.02696440006877149 6402992900  0.02488966010730047 8509809000  0.02401996756782263 ,0
1901101000 1901101000  0.9401534335088381 2007100000  0.0016521372972783531 8509409000  0.0016136642464933352 1902190000  0.0016019233645095565 3304990010  0.0012478902194146537 ,1
9619002000 9619002000  0.1503168201990349 9619001000  0.08928412414782823 3304990010  0.044115232969330655 9619001010  0.02522197607468982 1904100000  0.020603592952261135 ,1
1901101000 1901101000  0.5779799666605999 1904100000  0.01280599888684772 3304990010  0.010696156743143862 9608302000  0.009700325258737227 8509409000  0.009596350934641291 ,1
3304200090 3304990010  0.03999816853226882 3924100000  0.02265984960017019 3304990099  0.021690336995905075 3402209000  0.01484801167957821 3304100090  0.01464544128072038 ,0
3304990010 3304990010  0.1007119015846113 9619001000  0.07200512160560428 9619002000  0.033428804101179446 9619001010  0.02243373498736665 3926909090  0.020721074772807487 ,1
3305100090 3304990010  0.05501463948528397 3305900000  0.04199836131055944 3402209000  0.028514661294185808 3307300000  0.026431733903361673 3305100090  0.015589305245118163 ,1
2106909090 3304990010  0.04023839921155947 3924100000  0.022622039613913326 3304990099  0.02172572049067052 3402209000  0.014834058281997103 1904100000  0.014749084578755576 ,0
1904100000 9619001000  0.08581783661553156 9619002000  0.062153342606374604 3304990010  0.04659774503431146 9619001010  0.02887327151771578 1904100000  0.02711469945225652 ,1
6108920010 6115960019  0.04683862853041977 6108910010  0.04099878259880275 6108920010  0.03952350185534163 6108110000  0.03500677207089438 6212109020  0.026530095511493348 ,1
1901101000 1901101000  0.09216606778744146 6111200050  0.03495694405706582 3304990010  0.028182644493673248 9619001010  0.01992875234412276 9404909000  0.018945496916095265 ,1
3304200090 3304990010  0.03999816853226882 3924100000  0.02265984960017019 3304990099  0.021690336995905075 3402209000  0.01484801167957821 3304100090  0.01464544128072038 ,0
2106909090 3304990010  0.06470978755257256 3307300000  0.034425966927587905 3402209000  0.025484587143190497 3305900000  0.02063427594955248 2202900099  0.017477328121562878 ,0
6402992900 3304990010  0.03873324681547162 3924100000  0.01968316930744214 3304990099  0.018179465272315013 3304100090  0.014064927678086484 1904100000  0.013583646622345206 ,0
3304990010 3304990010  0.04043634113424298 3924100000  0.022627784930856716 3304990099  0.021744150686827793 3402209000  0.01482737436362917 1904100000  0.014741978163255235 ,1
3305900000 3304990010  0.04208635586737214 3924100000  0.022547029584512313 3304990099  0.02149472871532867 3402209000  0.014811989056899991 3304100090  0.014745828499825621 ,0
3304990010 3304990010  0.04026088725956873 3924100000  0.022635924389701384 3304990099  0.021770666136277747 3402209000  0.014832682025288875 1904100000  0.014751510913632308 ,1
3306101090 3306101090  0.06619816248548456 3304990010  0.03782963282622655 9603210000  0.025900084304496956 3304100090  0.020343508609756093 3401300000  0.019952001400523677 ,1
9619001000 9619001000  0.08934436008901012 9619002000  0.062337299563989326 3304990010  0.05056978208404993 9619001010  0.028875581835603806 1904100000  0.024908807667848514 ,1
8715000000 3304990010  0.05038773345863858 3924100000  0.028289158984990837 3304990099  0.01683536855968334 3307300000  0.016702910093491223 9401209000  0.0150205800851177 ,0
2008119000 3304990010  0.03398083514032718 3924100000  0.022439781495854447 3304990099  0.022042885618603004 2008199990  0.021308680704180988 3402209000  0.014980139155343011 ,0
3304990010 3304990010  0.1005430551125781 6111200050  0.030251952308867718 3307300000  0.02921571192343937 9619001010  0.02035225849737177 9404909000  0.018740940937789278 ,1
1901101000 2007100000  0.033034476768400246 1904100000  0.025809094578027807 1901101000  0.025327360148799476 9608302000  0.02394087653167332 1901109000  0.02153206582153338 ,1
1901101000 1901101000  0.38460688668610954 1905900000  0.022576472724176296 1904100000  0.018333853328210387 1901109000  0.01609716567308569 3304990010  0.015095507945530943 ,1
1901900000 1904100000  0.03007750655585104 1905310000  0.026848164352093203 2008199990  0.026431798304190162 3304990010  0.025333354898095673 1704900000  0.022915178004477926 ,0
3304990010 4203301090  0.08191789275024625 3304990010  0.034823244718625065 6403990090  0.028943867683270005 4202310090  0.017281856982495722 3304990099  0.015029149265457361 ,1
1509100000 1509100000  0.03031148691387124 3304990010  0.029907749684041623 3924100000  0.019908778287401587 3304990099  0.0192550454433355 3402209000  0.013602390352569603 ,1
3923100000 3304990010  0.04026103104706557 3924100000  0.02263595132727133 3304990099  0.02177070674340678 3402209000  0.014832697059095037 1904100000  0.014751554915069387 ,0
9102110000 9102110000  0.2025188928608148 3304990010  0.024244698067946272 3924100000  0.01609675263540791 3304990099  0.015322881081815438 1905900000  0.01460576047397164 ,1
2106909090 2008199990  0.046739329236203477 4202210090  0.046325359546177496 1905900000  0.03136476232638663 4202310090  0.026041830607617653 4202129000  0.024114050133276308 ,0
4202210090 4202210090  0.1815785421607061 4202310090  0.026820314926270232 4202220000  0.02496978728635279 4202129000  0.0166590090635975 2008199990  0.014680334988706797 ,1
2106909090 3304990010  0.026437661582535694 1504200090  0.023762798013674456 1704900000  0.022626881743943485 3924100000  0.016223306649677267 3304300000  0.014094403382929796 ,0
2106909090 3304990010  0.0429867299350802 1704900000  0.021449797639533523 3924100000  0.019878644222161648 3304300000  0.019832798234834154 3304990099  0.014920360352343988 ,0
2008930000 1504200090  0.05159409921879356 3304990010  0.022780952818653975 2202900099  0.016742020855496382 3401300000  0.013362582864406974 3305900000  0.012952078311859065 ,0
2106909090 3304990010  0.0334964851847604 1904100000  0.01942184939806547 2008199990  0.018110931535857522 3924100000  0.015985100189322036 2202900099  0.015490245156356827 ,0
2106909090 1704900000  0.03011466089290715 2936909000  0.017675495604259937 3304990010  0.01760828244656375 1504200090  0.016492661792014307 2202900099  0.01411819434910908 ,0
